4,022173a44406f1492c674dc9450423581a21d675,6
4,b63841d3a3922440c258098190371f1e17d977c1,10
4,b60875421b0f67575970b6b63582b7e5e31c4a06,1
4,b5719b6d7faff6422e33897414c0afdf9e63fe95,1
4,b44760ac64862a09bc95d82503a32e15e45a8cf7,1
4,b42e73f497eafe147667117202267ec756adff26,4
4,b72c9567df964696afdf4335b9456c28d017afde,2
4,b3ecd1e4e34d191941b152d7e7c4cb08e1c0201e,2
4,b3ecb0a6c9bf3a213377b889f2b3077a940363e2,1
4,b2cff2e9163182b48812f8a01ffbf2eae5720a37,8
4,b28127c8a4883e774d69b08ebf2c203721644a15,2
4,b77e76c7367af5a09097f407c0066a227454dec8,1
4,b7baf23d86305762ea4e42adc4054c0840eca5ca,11
4,bc259348300d6e2dd735fc3066773acf8d8e8d53,14
4,bbd028c95f2d2e54deee899519d0deeabe561e8b,1
4,b9580d68e9bc34eef397e9bc7f13091f1e3f1528,3
4,b93104c9e6869443ad15c9bc9df338944dfee84a,11
4,b8e50f57d34d84710493acd3610fd545b9aac88a,3
4,b057ad2418fd2d74656d1f56fe44474266b47ac0,1
4,b875778b5544bf276e1e4693d65a45c952eb9347,1
4,b8c5938ed49502fbae89d0e842389853a208f996,1
4,b03026067b3686e45d4e11886eaccf084c36b01e,5
4,a5b7c3b2f31164e20bc3a19187182af57bd3a330,5
4,a5a597af9733f08b864ccb0e4ec8652143fa1b35,3
4,a589b8170333476233d48476587a1d4363c90bd0,3
4,a57aa43c57819e06fede3f89a653eb6f059449a8,2
4,a562b99d794a7a8079a09c9c79b55175dd6bcb9f,1
4,a560f721937f7f7299167a4d1c3f3ca87998635b,1
4,a3e9485b81517653ae5a2f4a37a5b56c5180f83d,1
4,a32b1044a480aabbf4716d5c90b907c5ec46056c,1
4,a2466acb7f2be6b3369e1a0cec6fdcf9accf2460,9
4,9db4b86e7559859d86b2c42964879eb1a878894c,3
4,9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971,1
4,9fcb67db2f20bcd6a2f7f870e3fc6f5f89589262,2
4,9ffc45dbe0b9ef80ab5cf972a176548781d2206a,4
4,a5ba3e9062f3bde4bb6896f1db433a2408119e94,1
4,af671456b9d5566b49026ad2f067e5c4f3f0fe01,1
4,af5e60af84da628125b6fa832bdb45093c4bba71,1
4,aec268f46cff2a5a298a353cec0cc9403226e339,2
4,ae9d97110b6111f374e078eaa34694fdcff93da8,1
4,ad103f421ea546c1cb929eef0610eac5291a0607,2
4,acd45e124e05b3f1a8624a193480791acfb51419,1
4,abe5d62bcf18781c4b32418932f60e62cfea1703,1
4,ab73bddaa42637d64e005d788fb7130d26c50c97,3
4,a91124b6d4e2eb1bb3c71a7a8ddff7d40b7db55a,1
4,a9015ebe7dd5bdc3d29f41edfa24edaddf316836,1
4,a8a98a0fbb9c1c3530316fc774b31dd38704e207,1
4,a669069599893a774748181a238e0b009a4f3e87,5
4,a73c21771777ffd29e1d7ce296b252a324350284,5
4,a7d3396047a75183398f339310774ee415c1c4e8,1
4,a8327d121b9eeb3b61ae63f06095d423936a5da2,1
4,a8a39be3f68e76589f209b99a38644f6e685b792,2
4,c5f58e45454d1ffc621c65e377cb91345018e087,3
4,c5f1ebac2e35b30fbc22926d18d899827eec8db3,2
4,c5cc94ee19d766955b8b963df06741ae26ce7b0f,1
4,c5c4e7857cb25af822b9b3b1fbd158cbd168f48a,1
4,c5187583bbfe93fe58db80f95b5b478c84180c29,30
4,c6888734b441e2513fa48de8b0575bf160ec8141,2
4,c9334bd90f1ba826ea75198a3b3507c5ba99fd4e,6
4,c9290b76961c46f476761ccadce0cb006d474b92,1
4,c908bfbcf66e6e27a5c9f708e6a52cd883015346,1
4,c8507d05b45d9699b6501aed74d735eb58a8fcdc,1
4,c7d508b79c9e201c91ec23f5eec47c18be206567,1
4,c753d2e41ba667f9b5a31451a16ecbaecdc65d80,10
4,c6a578ec7696430ecf5a4d4fd8f49c39b105b471,11
4,c0df29ac0b2e3f78c058fce743f75b25c29975d0,1
4,c07f55ac92d1e931260711edae987b51bee0be3d,2
4,bffee2336725dde0f74933d5a7d12536c9bcbd06,9
4,bf560c1b253c1a6d157ee4839f4bb1b31a790f48,5
4,c1458f74d8ede24d188dff928f13376188f9122d,5
4,bcacc38f7ddd87adce636610c6c3b9d4d2b29873,1
4,bcf069cd2b2e5ee6cc324921e68ac6a8ef4f94f0,1
4,bd8c48c1a4a9868aa955db2844a3538a5e8272e4,3
4,c46b61d56533d392246ef2884b9a6e552cd6b94c,1
4,c358656c8799d30fd422448153e99a5dd37e298a,26
4,c202640e12abcf7499e5bee9a216f575b86cf028,1
4,c27e0fdc165282f1c64648bdae2a51ed10f14d40,1
4,9c6a433725364dc8d4639e712aef8ca9c9eeec20,7
4,8535f2447c4269531de53e9e37aa37f2d4d1da51,7
4,85168a14c53fff360d89fe88856ac0072374f434,1
4,84f9a172f93b041e482003bd6b5b080513c23c91,2
4,84312bd93f895641f90900952dba6bb48d0b247e,1
4,84184afdb26b42ff615896f9c0161157cc84ec73,3
4,8331b2d75a51631bee622daf2175854fe49ce29a,3
4,825b31dc5ca5be249b165e8c6ae90340f3c678d1,1
4,814d254ab7a076fe3a2b073cbe52b040ad1cc152,1
4,80b0bf4aa4cf4ea05ad321e0819fd64d7db177f3,1
4,805076f68a63858da8d8dfac2ec0e203636272f0,2
4,802b77399480cb8f63c4493fcfd16754caaa2aee,5
4,7fccb687b261759e7443900befc4bd1c1f3d2fb4,2
4,7f4ce6fdd75d142819d612196dd45aff0795d682,1
4,7e28b1d6b6834879556b9c3caa62e49e428351cc,3
4,7ccbf48838b7cfe42759c67790636d442ea5daa3,1
4,7c21992db56623b9d77f682d7e4edea078c3985b,1
4,7bcdc338d6ec7786f342f1569b8414c6919e5c6e,73
4,8da2510c3cf6965c685f8b0eabe66ec8f9b3c223,18
4,8d78da7ce7e60d93fe8e299a83b963cd220a60ad,1
4,8ceb7480f39d9e69fce451206644f80b0242b696,12
4,8b0bdf3155c7c2d656cb158493118e9ccfae1009,2
4,85f74e2004eaf0d4ff339e8644df3d8e716361e5,3
